image,label,original_image
img_03377.jpg,Tomato___Late_blight,335be291-a0f7-4b25-aa7c-99af0b073dc9___GHLB2 Leaf 8640.JPG
img_03378.jpg,Tomato___Bacterial_spot,e941c8ba-5fce-481c-aba5-4b272c5a0be6___GCREC_Bact.Sp 3197.JPG
img_03379.jpg,Tomato___Late_blight,4bf424a2-b275-4ac0-968c-fe229136f10d___GHLB_PS Leaf 2.5 Day 16_flipLR.jpg
img_03380.jpg,Tomato___Early_blight,eb94014e-83b7-46a4-9b1a-7cae23876302___RS_Erly.B 7471_180deg.JPG
img_03381.jpg,Tomato___Bacterial_spot,01e079ba-939a-4681-8983-db663f4a859b___GCREC_Bact.Sp 3029.JPG
img_03382.jpg,Tomato___Leaf_Mold,b0636c15-fdf5-4835-a5f9-57875579f53b___Crnl_L.Mold 6668_flipTB.JPG
img_03383.jpg,Tomato___healthy,ff354b62-5981-43d1-8cfe-ac58bc20ca20___GH_HL Leaf 221.JPG
img_03384.jpg,Tomato___Leaf_Mold,a6227736-64f1-4089-ae4b-fac942bcc4da___Crnl_L.Mold 6639.JPG
img_03385.jpg,Tomato___Bacterial_spot,78c90a7a-a37f-44fa-bc11-38c1823a7af1___GCREC_Bact.Sp 6145.JPG
img_03386.jpg,Tomato___healthy,bca86bca-56dd-4336-afea-5e42b5deec35___RS_HL 0197.JPG
img_03387.jpg,Tomato___Bacterial_spot,7eb976bd-5203-44c2-85ab-f27a5852a7db___GCREC_Bact.Sp 3360.JPG
img_03388.jpg,Tomato___Late_blight,5a7059b0-82e8-441e-8d8a-02521d0fa602___GHLB2 Leaf 9058_flipLR.JPG
img_03389.jpg,Tomato___healthy,1b477a6a-aa09-4c12-ad17-fbbc08cd76da___GH_HL Leaf 386_180deg.JPG
img_03390.jpg,Tomato___Late_blight,3ff48ec1-f9ba-443b-b5f8-89df812e1ad8___RS_Late.B 6034.JPG
img_03391.jpg,Tomato___Early_blight,d529889a-662a-4321-9bd8-888244d50af8___RS_Erly.B 8381_flipTB.JPG
img_03392.jpg,Tomato___Leaf_Mold,19014458-f5de-4c92-beb5-8faf0e6a6bf3___Crnl_L.Mold 8754.JPG
img_03393.jpg,Tomato___Early_blight,352ced01-4645-44e5-bc3e-1b7172deb883___RS_Erly.B 7758_flipTB.JPG
img_03394.jpg,Tomato___Early_blight,cf2919ca-2b62-4f23-8a55-5dfa953db83c___RS_Erly.B 7352.JPG
img_03395.jpg,Tomato___healthy,d30f0e3c-7246-455d-959c-6221eac22dfd___GH_HL Leaf 202.JPG
img_03396.jpg,Tomato___healthy,41dc5ea4-076f-4539-8cbb-6d4e53371c50___RS_HL 0472.JPG
img_03397.jpg,Tomato___Bacterial_spot,283cf780-42c2-42ed-860a-29e7991c4e57___GCREC_Bact.Sp 5730.JPG
img_03398.jpg,Tomato___Late_blight,1b212ad6-e65a-4467-bfd1-9f9139070d33___GHLB2 Leaf 8609.JPG
img_03399.jpg,Tomato___Early_blight,22247648-1650-43d5-8a9b-e03f63cf2f1c___RS_Erly.B 7535_180deg.JPG
img_03400.jpg,Tomato___healthy,3df51cfe-b583-40ae-a2d5-d4928a8a763f___RS_HL 9765_flipTB.JPG
img_03401.jpg,Tomato___Leaf_Mold,f48a7999-9eaa-4403-a2a5-533d22092d46___Crnl_L.Mold 6854_180deg.JPG
img_03402.jpg,Tomato___healthy,4af1cf6d-1bae-4e58-9168-2f6105a6fe9a___RS_HL 0608_new30degFlipLR.JPG
img_03403.jpg,Tomato___Late_blight,aae99313-6183-4d7d-832f-f5af6d1522fc___GHLB2 Leaf 8950.JPG
img_03404.jpg,Tomato___Early_blight,a24d6927-cb21-4d9b-acc1-780ef36cbbf8___RS_Erly.B 7671.JPG
img_03405.jpg,Tomato___healthy,85487c92-0a3d-4dd9-a8f9-6d7b7e1887e6___RS_HL 9789.JPG
img_03406.jpg,Tomato___healthy,1d8bb370-3c10-4806-b2ff-1621e21355ba___RS_HL 9882_flipTB.JPG
img_03407.jpg,Tomato___Early_blight,b8421c32-9111-49c0-8e78-f86a9912ece4___RS_Erly.B 7706.JPG
img_03408.jpg,Tomato___Bacterial_spot,1f6a4e82-1d08-48d0-a488-1a787c854484___GCREC_Bact.Sp 5905.JPG
img_03409.jpg,Tomato___healthy,2a0d08cc-91b5-436b-abe4-31835c5f470b___RS_HL 0396_newPixel25.JPG
img_03410.jpg,Tomato___Early_blight,f62e84ae-2bd4-4b15-918a-639c0470c25d___RS_Erly.B 7761_180deg.JPG
img_03411.jpg,Tomato___Early_blight,bfbf7eb4-8a12-4595-96f7-dcec497d3917___RS_Erly.B 7682_180deg.JPG
img_03412.jpg,Tomato___healthy,bd7ec723-4020-4d73-96b4-8c57c94e93fe___GH_HL Leaf 382.2.JPG
img_03413.jpg,Tomato___Late_blight,2d63d91d-5366-4f88-83e1-cc5ce4b16d2e___GHLB2 Leaf 156.1_flipLR.JPG
img_03414.jpg,Tomato___Early_blight,d71f9e9f-e7e3-44e3-8376-0820971fe2c1___RS_Erly.B 9384.JPG
img_03415.jpg,Tomato___Late_blight,ace982f8-596c-48e2-8c95-4292a5cbdae8___GHLB2 Leaf 8721.JPG
img_03416.jpg,Tomato___Early_blight,b6611980-ad87-4121-a6d0-b648b946b432___RS_Erly.B 8426.JPG
img_03417.jpg,Tomato___Early_blight,e592659e-566b-454b-95ba-851f3a53197c___RS_Erly.B 7843_180deg.JPG
img_03418.jpg,Tomato___Bacterial_spot,71206367-de88-4a81-a1e8-c11b27c4e8de___UF.GRC_BS_Lab Leaf 9272.JPG
img_03419.jpg,Tomato___healthy,da1015eb-5c8e-436d-b367-d1f98a034e44___RS_HL 0382.JPG
img_03420.jpg,Tomato___Late_blight,d82b634e-9a19-497b-b698-aaf100d622a1___GHLB_PS Leaf 24 Day 13.jpg
img_03421.jpg,Tomato___Bacterial_spot,2cd0bf74-c7ca-4b2f-87e4-1ba003e8b944___GCREC_Bact.Sp 3414.JPG
img_03422.jpg,Tomato___Bacterial_spot,66312db9-c9bd-4d47-9e63-f67d207a8540___GCREC_Bact.Sp 3282.JPG
img_03423.jpg,Tomato___healthy,62c9e613-b9ae-4be2-9000-2bc800549baa___RS_HL 9625.JPG
img_03424.jpg,Tomato___Early_blight,239213d8-587b-48a8-bfdf-03157ba8e95d___RS_Erly.B 6385.JPG
img_03425.jpg,Tomato___Late_blight,7d6954fd-a818-44e6-976e-8c817d729a86___RS_Late.B 4973.JPG
img_03426.jpg,Tomato___Bacterial_spot,d0eae45c-673c-41ec-9f84-6d74584803c6___GCREC_Bact.Sp 3039.JPG
img_03427.jpg,Tomato___Early_blight,b24b9d32-857b-45ef-be89-552232fadfb2___RS_Erly.B 7763.JPG
img_03428.jpg,Tomato___Leaf_Mold,7e0b313f-bffb-436c-975f-1566645abfe6___Crnl_L.Mold 7182.JPG
img_03429.jpg,Tomato___Early_blight,325b9138-a030-4156-ae85-20de17e89f7e___RS_Erly.B 7807_180deg.JPG
img_03430.jpg,Tomato___Bacterial_spot,d47b18fc-8e90-478a-ae2b-c9974b0edc80___GCREC_Bact.Sp 3222.JPG
img_03431.jpg,Tomato___Late_blight,7f3884a8-82eb-4db8-b5c2-cc3f6dbe0cf9___RS_Late.B 6196.JPG
img_03432.jpg,Tomato___Leaf_Mold,b7dec0f3-e619-4d79-9112-98f40654d6b8___Crnl_L.Mold 7124.JPG
img_03433.jpg,Tomato___Leaf_Mold,6beda1f2-d01e-4693-b3c0-e544cf00954b___Crnl_L.Mold 6917.JPG
img_03434.jpg,Tomato___Bacterial_spot,6c300ff6-c94d-4065-8354-73a141b1b3d5___GCREC_Bact.Sp 3382.JPG
img_03435.jpg,Tomato___Early_blight,ab26012b-d88e-4b69-b985-1cba46315762___RS_Erly.B 9468.JPG
img_03436.jpg,Tomato___Late_blight,7a72c715-f797-41d0-b8eb-7c02f9cd5086___GHLB Leaf 23.3 Day 12_flipLR.JPG
img_03437.jpg,Tomato___Late_blight,9ec6c8fd-4dfe-4dc6-bc1f-72488053da67___GHLB Leaf 2.4 Day 12.JPG
img_03438.jpg,Tomato___Bacterial_spot,613d2aaf-3f77-498f-abf2-8519cc595bbe___GCREC_Bact.Sp 5925.JPG
img_03439.jpg,Tomato___Leaf_Mold,dc61dd2d-7b0f-4927-a3af-4ad0c71bda15___Crnl_L.Mold 6561_flipTB.JPG
img_03440.jpg,Tomato___Early_blight,849f111e-9886-436e-b2ce-060a011cab43___RS_Erly.B 7359_flipTB.JPG
img_03441.jpg,Tomato___healthy,48b9e2a8-d24f-4dda-a3b9-a8705a6ffd4c___RS_HL 9990.JPG
img_03442.jpg,Tomato___Late_blight,5330d941-df3e-4d0b-bb9a-defe32ff9ce2___RS_Late.B 4920.JPG
img_03443.jpg,Tomato___Early_blight,a0cb35c3-0ae6-4b64-a42f-d14006f3d315___RS_Erly.B 7357.JPG
img_03444.jpg,Tomato___Bacterial_spot,5c04a777-eb5c-4864-9c18-bc39d0c4dd2a___GCREC_Bact.Sp 5969.JPG
img_03445.jpg,Tomato___Leaf_Mold,f989d3e8-e86b-4a15-80d7-22f6f7e0497a___Crnl_L.Mold 6818_flipTB.JPG
img_03446.jpg,Tomato___Bacterial_spot,3813824a-787e-437a-bdd2-2bd99f57edb6___GCREC_Bact.Sp 3416.JPG
img_03447.jpg,Tomato___Bacterial_spot,9da4708d-8ea4-406f-8850-7fd97efbd129___UF.GRC_BS_Lab Leaf 8969.JPG
img_03448.jpg,Tomato___Leaf_Mold,c7f4b724-0adc-4290-b02f-0cda8d148c73___Crnl_L.Mold 8830_180deg.JPG
img_03449.jpg,Tomato___Late_blight,7e409fcc-0ff7-4d05-9852-e0f4495db3e8___RS_Late.B 6195.JPG
img_03450.jpg,Tomato___Early_blight,ff83852f-65e0-4981-8c66-6b86d34b32c2___RS_Erly.B 9582_180deg.JPG
img_03451.jpg,Tomato___Early_blight,ea08bf85-06df-41d8-8b09-29feb53cdccf___RS_Erly.B 7486_flipTB.JPG
img_03452.jpg,Tomato___healthy,e1517f9b-6bab-415b-b8f5-1f52dd544b2d___RS_HL 0203.JPG
img_03453.jpg,Tomato___Late_blight,5aac391c-87ed-44cd-84f0-a7bf235003fd___RS_Late.B 4842_flipLR.JPG
img_03454.jpg,Tomato___Leaf_Mold,aeec2942-315c-4297-90a2-4dc24f491a5c___Crnl_L.Mold 6925_flipTB.JPG
img_03455.jpg,Tomato___Early_blight,553d53a5-19f3-433e-9805-d3bf5a3804b1___RS_Erly.B 7580_180deg.JPG
img_03456.jpg,Tomato___Early_blight,e6645f63-afc8-416a-a4cb-0f5c719476ae___RS_Erly.B 6419_180deg.JPG
img_03457.jpg,Tomato___Late_blight,b3e8d2db-5531-41cc-86ce-d4ac76c5be56___RS_Late.B 7070.JPG
img_03458.jpg,Tomato___healthy,1d10291e-a1ce-4309-b6a4-d034319e3875___GH_HL Leaf 251.1.JPG
img_03459.jpg,Tomato___Bacterial_spot,19969ddc-0cdd-42f6-bbc4-351752a7ccec___GCREC_Bact.Sp 3428.JPG
img_03460.jpg,Tomato___Leaf_Mold,9d63ab4a-2bf7-4965-b96c-5c4c28c844c0___Crnl_L.Mold 8944.JPG
img_03461.jpg,Tomato___Late_blight,b5f3f7a5-26ab-4696-b94e-9f2d7c472254___RS_Late.B 6074.JPG
img_03462.jpg,Tomato___healthy,0a205a11-1e64-49f7-93c2-ad59312b4f83___RS_HL 0334_new30degFlipLR.JPG
img_03463.jpg,Tomato___Leaf_Mold,b0eb89d7-6d76-4799-acfc-37426aeb4589___Crnl_L.Mold 6719_flipTB.JPG
img_03464.jpg,Tomato___Early_blight,f9f35406-f925-4c34-a1f5-0f73563033a0___RS_Erly.B 7570_180deg.JPG
img_03465.jpg,Tomato___healthy,0fee8af3-ca03-418c-a71c-c4fb0a80dc7b___RS_HL 0199_180deg.JPG
img_03466.jpg,Tomato___Early_blight,e20f17f5-507c-45a8-8f6e-fcd76b29e564___RS_Erly.B 7694_180deg.JPG
img_03467.jpg,Tomato___Late_blight,cb3bd866-dd84-4f7e-9226-b4a2a2c7f2ae___GH_HL Leaf 173.2.JPG
img_03468.jpg,Tomato___Leaf_Mold,3868a159-b5df-49d2-a689-1181ee1007dc___Crnl_L.Mold 8720_flipTB.JPG
img_03469.jpg,Tomato___healthy,0e3feb72-86e5-41c2-a7ca-3295800e5777___RS_HL 0158_flipTB.JPG
img_03470.jpg,Tomato___Late_blight,edaeb655-f663-4be5-900a-17255d65c997___GHLB2 Leaf 8768.JPG
img_03471.jpg,Tomato___Leaf_Mold,e6e60f43-eff7-4f87-8aef-ab1ddcc6526a___Crnl_L.Mold 6942_180deg.JPG
img_03472.jpg,Tomato___healthy,0d259481-e08d-459d-aa92-fe05e1524742___GH_HL Leaf 253.1_newPixel25.JPG
img_03473.jpg,Tomato___healthy,3f5047d4-f421-4313-9281-f333f60caadd___RS_HL 9659_new30degFlipLR.JPG
img_03474.jpg,Tomato___Early_blight,ee69b7e2-34d6-455f-97f6-6f5c06216131___RS_Erly.B 7478_180deg.JPG
img_03475.jpg,Tomato___Leaf_Mold,f2b42380-d2e4-4335-8e49-43cef9e4d357___Crnl_L.Mold 7068_flipTB.JPG
img_03476.jpg,Tomato___Leaf_Mold,60c13496-85a3-4c97-8242-d7c61bdd3a1f___Crnl_L.Mold 6936_flipTB.JPG
img_03477.jpg,Tomato___Early_blight,345b59b4-87fd-43a2-9783-fed3e492c4d7___RS_Erly.B 7402_flipTB.JPG
img_03478.jpg,Tomato___Late_blight,5ba6fbc5-a1de-4600-b0aa-9d8b8c222183___RS_Late.B 6181.JPG
img_03479.jpg,Tomato___Early_blight,bb2586ff-9676-4100-89f7-200d9ce5ecd6___RS_Erly.B 9386.JPG
img_03480.jpg,Tomato___Early_blight,de57a88b-7170-4eca-93f6-330df50fa8b5___RS_Erly.B 9541_flipTB.JPG
img_03481.jpg,Tomato___Late_blight,c0767cc9-acc8-4f4b-b9b5-1958899633ef___GHLB2 Leaf 8807.JPG
img_03482.jpg,Tomato___Late_blight,cf724383-bfe7-454a-9f22-bb59072d56ae___RS_Late.B 5442.JPG
img_03483.jpg,Tomato___Bacterial_spot,892f8dc8-7076-46f4-84f4-a9d8c4546ab5___GCREC_Bact.Sp 3658.JPG
img_03484.jpg,Tomato___Late_blight,7847d3dd-66e7-470f-ab6e-5273c3ee8924___RS_Late.B 4905.JPG
img_03485.jpg,Tomato___Early_blight,fdc50285-836e-4707-a17d-388b8179c87c___RS_Erly.B 7812.JPG
img_03486.jpg,Tomato___Late_blight,94531b7b-15e2-4cd3-b6c2-cb3df21c9848___GHLB2 Leaf 8559.JPG
img_03487.jpg,Tomato___Leaf_Mold,dfdad328-4a07-43ce-afc4-4d1dd069f52b___Crnl_L.Mold 8791.JPG
img_03488.jpg,Tomato___Bacterial_spot,cc10d1bc-301a-4f99-85cb-94c73acfbeea___GCREC_Bact.Sp 3397.JPG
img_03489.jpg,Tomato___Bacterial_spot,1a570997-ffc2-4166-a436-8f6a7facd3fc___GCREC_Bact.Sp 3227.JPG
img_03490.jpg,Tomato___Late_blight,3d89871d-557a-414e-b726-8f4ba18d30e4___GHLB2 Leaf 8922.JPG
img_03491.jpg,Tomato___Bacterial_spot,d071b160-8fd5-4f26-b464-f61cbc472d75___GCREC_Bact.Sp 3635.JPG
img_03492.jpg,Tomato___Early_blight,3198b703-d5d5-46e9-9b8f-399d5531b5c4___RS_Erly.B 8364.JPG
img_03493.jpg,Tomato___healthy,1fee5d1d-ab19-43ed-bef2-9547bbd1fdc9___RS_HL 0137_new30degFlipLR.JPG
img_03494.jpg,Tomato___Late_blight,5600518d-5a2d-4155-a53b-cad312d7fbb1___GHLB_PS Leaf 26 Day 13.jpg
img_03495.jpg,Tomato___Leaf_Mold,d2c889b0-0223-4e09-9d9f-cdf019b65120___Crnl_L.Mold 8631_flipTB.JPG
img_03496.jpg,Tomato___Leaf_Mold,35f38d23-ae26-4feb-a076-6fd6571db043___Crnl_L.Mold 6814.JPG
img_03497.jpg,Tomato___Early_blight,b037f266-a24e-4f2c-9115-cf2eadd17293___RS_Erly.B 8214_180deg.JPG
img_03498.jpg,Tomato___Bacterial_spot,0f952ca0-e30b-4075-8bb9-1ebccb8aeb9f___GCREC_Bact.Sp 3326.JPG
img_03499.jpg,Tomato___Early_blight,8e1c8815-49e0-4be6-a3a5-a426ab6b2445___RS_Erly.B 7822.JPG
img_03500.jpg,Tomato___healthy,d7c5d552-e2c6-4868-ac4a-4ffa33151632___RS_HL 0502.JPG
img_03501.jpg,Tomato___Early_blight,3069555f-45e9-4208-bc5e-015ce47e34e2___RS_Erly.B 7663.JPG
img_03502.jpg,Tomato___Late_blight,dd8c1f50-0407-4011-8dea-a8d0e6c7dbf1___RS_Late.B 6725.JPG
img_03503.jpg,Tomato___Leaf_Mold,e59a2933-7869-4e49-8ed5-1663ca5200d1___Crnl_L.Mold 6785_180deg.JPG
img_03504.jpg,Tomato___Late_blight,fe416307-5c50-4c9f-96b5-f6e15ef79045___RS_Late.B 4975.JPG
img_03505.jpg,Tomato___Late_blight,4a6b862b-d42f-42ea-81f5-60480236709a___GHLB2 Leaf 9083_flipLR.JPG
img_03506.jpg,Tomato___Leaf_Mold,790cfb1d-4926-46bb-bd50-b750e823c72a___Crnl_L.Mold 7130.JPG
img_03507.jpg,Tomato___Bacterial_spot,4669d307-bfa9-42ce-9724-cbfd3b37eaa3___GCREC_Bact.Sp 3276.JPG
img_03508.jpg,Tomato___Late_blight,dfa645f2-9296-4d21-bc31-5f0496b3c31f___GHLB2 Leaf 8814.JPG
img_03509.jpg,Tomato___Leaf_Mold,9829462d-ce9d-4f1e-a44c-bb586a4a5f83___Crnl_L.Mold 6948_180deg.JPG
img_03510.jpg,Tomato___Late_blight,eeea993c-d0eb-4f36-acf4-187e01dc6b72___RS_Late.B 6028.JPG
img_03511.jpg,Tomato___Leaf_Mold,58716bd0-de1b-480d-9381-af08e2f13813___Crnl_L.Mold 6732_flipTB.JPG
img_03512.jpg,Tomato___healthy,2e0a7517-332f-4799-a083-5d393172909a___RS_HL 0612.JPG
img_03513.jpg,Tomato___Bacterial_spot,79466870-1413-4b75-93e6-31b827cfa3ac___GCREC_Bact.Sp 6043.JPG
img_03514.jpg,Tomato___Leaf_Mold,0185befe-f0b5-4848-9677-f33c2237f4e9___Crnl_L.Mold 8729_flipTB.JPG
img_03515.jpg,Tomato___Late_blight,90131e4c-2ff6-4be3-86cf-252847cce3fa___RS_Late.B 6933.JPG
img_03516.jpg,Tomato___Early_blight,265940d8-b4e9-446f-b977-3cbd9ee4f789___RS_Erly.B 9595_flipTB.JPG
img_03517.jpg,Tomato___Early_blight,98009062-b345-4f14-bc90-f458e6027918___RS_Erly.B 7411_180deg.JPG
img_03518.jpg,Tomato___Leaf_Mold,b190b148-9621-404b-a3a1-e697d2d40f42___Crnl_L.Mold 8656_180deg.JPG
img_03519.jpg,Tomato___Late_blight,4e634785-ec5c-43b9-a352-9c9deb88b117___RS_Late.B 7095_flipLR.JPG
img_03520.jpg,Tomato___Late_blight,73c69b7e-604a-4014-a42d-ce4205b35c74___RS_Late.B 5131.JPG
img_03521.jpg,Tomato___Early_blight,f33995ae-6456-476c-b832-4ff4cbaf49f7___RS_Erly.B 7525_180deg.JPG
img_03522.jpg,Tomato___Early_blight,96441f54-ccd3-4f34-b405-e395e5070d2c___RS_Erly.B 8336_flipTB.JPG
img_03523.jpg,Tomato___Bacterial_spot,89cd8d83-c3bb-49ca-9561-d92874511f80___GCREC_Bact.Sp 6037.JPG
img_03524.jpg,Tomato___Early_blight,5870b25f-914c-4dae-aaf5-88d48cb90803___RS_Erly.B 7774.JPG
img_03525.jpg,Tomato___Leaf_Mold,cf311eee-51fa-4c71-a012-8cb96db76f4c___Crnl_L.Mold 8700_180deg.JPG
img_03526.jpg,Tomato___Leaf_Mold,909dd94b-4338-4bd2-b22b-0f222b574124___Crnl_L.Mold 8842_180deg.JPG
img_03527.jpg,Tomato___Bacterial_spot,41128d1d-2a43-4c08-a100-c92c2fc8b9b0___GCREC_Bact.Sp 3413.JPG
img_03528.jpg,Tomato___Bacterial_spot,95a89332-3fb0-49cd-98f4-3f1551ebcd6f___UF.GRC_BS_Lab Leaf 0406.JPG
img_03529.jpg,Tomato___Leaf_Mold,e2d2986e-7661-4844-86a7-74d9494d0025___Crnl_L.Mold 8699.JPG
img_03530.jpg,Tomato___Late_blight,2e493726-b22f-4e98-a2e2-418a4425cafb___GHLB2 Leaf 8911.JPG
img_03531.jpg,Tomato___Leaf_Mold,ecee5a37-1c82-4f93-a9d9-d1c098e6514d___Crnl_L.Mold 8618_180deg.JPG
img_03532.jpg,Tomato___Leaf_Mold,5014af80-1e3c-4a8b-9722-f90e874cbf42___Crnl_L.Mold 8991_flipTB.JPG
img_03533.jpg,Tomato___Leaf_Mold,6540d96a-71ba-4c91-8319-c0f4019a1b8e___Crnl_L.Mold 6910_flipTB.JPG
img_03534.jpg,Tomato___healthy,0a334ae6-bea3-4453-b200-85e082794d56___GH_HL Leaf 310.1_newPixel25.JPG
img_03535.jpg,Tomato___Late_blight,5ad08690-9554-4978-a7b5-1a5cc0c1fb72___RS_Late.B 4988_flipLR.JPG
img_03536.jpg,Tomato___Leaf_Mold,bd569413-f52c-4e92-9bfb-54e2baae7d31___Crnl_L.Mold 6645.JPG
img_03537.jpg,Tomato___Early_blight,bc894aa4-76ca-427e-a964-e86236fc0217___RS_Erly.B 7526_flipTB.JPG
img_03538.jpg,Tomato___healthy,2d9352d7-2509-40a1-be35-01404448266c___RS_HL 9805_flipTB.JPG
img_03539.jpg,Tomato___healthy,b212b78d-286a-4eec-b5b2-194ce2511695___GH_HL Leaf 345.1.JPG
img_03540.jpg,Tomato___Leaf_Mold,921e0584-a414-4905-99e6-6d37a49427bc___Crnl_L.Mold 8941.JPG
img_03541.jpg,Tomato___Bacterial_spot,638774fe-d7e6-4920-a8d9-e39b9c308474___GCREC_Bact.Sp 5806.JPG
img_03542.jpg,Tomato___Early_blight,aea7d3be-648a-4e1b-932a-b0058b085a7a___RS_Erly.B 9517_flipTB.JPG
img_03543.jpg,Tomato___Leaf_Mold,81ae49b5-40e6-41ac-add6-470a7b108f5b___Crnl_L.Mold 8794.JPG
img_03544.jpg,Tomato___Early_blight,a7a4d12c-61bf-401d-ab88-0572c4dec56d___RS_Erly.B 9464_flipTB.JPG
img_03545.jpg,Tomato___Bacterial_spot,1bfdc27c-5d3b-4b96-a835-86a09fe407de___GCREC_Bact.Sp 6266.JPG
img_03546.jpg,Tomato___Early_blight,87725f1b-be8c-42b8-8eed-671b0c52276d___RS_Erly.B 7431_flipTB.JPG
img_03547.jpg,Tomato___Late_blight,de27bd5c-d08e-4815-8e31-3a2e497065d2___GHLB2 Leaf 8748.JPG
img_03548.jpg,Tomato___Late_blight,f891c2b9-aa37-4b0c-9777-6ce762eb9285___GHLB2 Leaf 8696.JPG
img_03549.jpg,Tomato___healthy,6248b67a-a5ba-4313-9248-2dd343266da2___RS_HL 0485.JPG
img_03550.jpg,Tomato___healthy,d750fda0-e49d-4160-a9da-8cf8e425034e___GH_HL Leaf 167.JPG
img_03551.jpg,Tomato___Leaf_Mold,59dec63f-ae7e-4a24-abd1-3a58f176cf84___Crnl_L.Mold 6604.JPG
img_03552.jpg,Tomato___Bacterial_spot,5999b12b-b580-486a-a50f-fcdf44d59b71___GCREC_Bact.Sp 6306.JPG
img_03553.jpg,Tomato___Early_blight,a28eb895-ef7c-49cc-bc0f-5e01498e5ca2___RS_Erly.B 6463_180deg.JPG
img_03554.jpg,Tomato___Leaf_Mold,770f7e1c-99a6-4441-9281-015935d290ef___Crnl_L.Mold 6937.JPG
img_03555.jpg,Tomato___Late_blight,a5fbcb1e-c1f2-4cc9-b69b-24ce89f7ec7a___RS_Late.B 5585.JPG
img_03556.jpg,Tomato___Bacterial_spot,51d27c5f-eb9d-46c7-a91f-e83c3433b5d3___GCREC_Bact.Sp 3809.JPG
img_03557.jpg,Tomato___Late_blight,2482cadb-d097-4091-8b10-099abca71a72___RS_Late.B 5078.JPG
img_03558.jpg,Tomato___Leaf_Mold,c02d931d-c724-49b8-a6c8-440c5492d747___Crnl_L.Mold 6713_180deg.JPG
img_03559.jpg,Tomato___Early_blight,76b0d46d-8e2b-463b-8cba-eaeee6dc1851___RS_Erly.B 9527_flipTB.JPG
img_03560.jpg,Tomato___Leaf_Mold,33021b9c-389e-4d58-99c5-13b36a496f09___Crnl_L.Mold 6961.JPG
img_03561.jpg,Tomato___Late_blight,cd8e0f91-3cbd-4327-9966-e8d3424d2612___GHLB2 Leaf 8713.JPG
img_03562.jpg,Tomato___healthy,63568703-0cfc-4d23-a5e1-e3393df2d2fc___RS_HL 0246.JPG
img_03563.jpg,Tomato___Bacterial_spot,fb10d9a2-d1f8-4ab7-bf12-986bceb83064___GCREC_Bact.Sp 5720.JPG
img_03564.jpg,Tomato___Bacterial_spot,6757fb05-9503-42bc-aa7e-08d083b780aa___GCREC_Bact.Sp 3201.JPG
img_03565.jpg,Tomato___Leaf_Mold,d76eb906-9957-4572-bf7f-60936f30f8f3___Crnl_L.Mold 8640_180deg.JPG
img_03566.jpg,Tomato___healthy,f7069452-9405-45a6-bfb3-f21ea42b9b02___RS_HL 9966.JPG
img_03567.jpg,Tomato___Early_blight,bdf7f885-1619-4b3f-bba8-e97896af0de5___RS_Erly.B 7819_flipTB.JPG
img_03568.jpg,Tomato___Leaf_Mold,f3113f81-fff3-4b7d-b171-7315216c4d10___Crnl_L.Mold 8683_flipTB.JPG
img_03569.jpg,Tomato___healthy,51e66b4b-c192-432f-bc52-d1c86a8da427___GH_HL Leaf 397.JPG
img_03570.jpg,Tomato___Late_blight,9f824326-5b34-4f6d-b500-a184cc984d0a___RS_Late.B 5382.JPG
img_03571.jpg,Tomato___Bacterial_spot,990802e1-42e5-4646-8051-f07027f6ca2c___GCREC_Bact.Sp 3213.JPG
img_03572.jpg,Tomato___healthy,0de16216-510d-48c1-9ef0-78ce39328ff2___GH_HL Leaf 240.JPG
img_03573.jpg,Tomato___Bacterial_spot,01f13167-f508-4ef2-8720-4e973438f8fc___GCREC_Bact.Sp 5892.JPG
img_03574.jpg,Tomato___Leaf_Mold,61cade04-60b3-44bf-88f3-88583c90f49e___Crnl_L.Mold 9148_flipTB.JPG
img_03575.jpg,Tomato___Bacterial_spot,2f75f735-41de-445a-812c-72700ec68121___GCREC_Bact.Sp 5881.JPG
img_03576.jpg,Tomato___Bacterial_spot,b0a74f61-0012-4b6c-b528-bbce1b79c588___GCREC_Bact.Sp 3805.JPG
img_03577.jpg,Tomato___Early_blight,552787d3-3937-4ee5-9824-6b78e90e5cbb___RS_Erly.B 7510_180deg.JPG
img_03578.jpg,Tomato___Late_blight,6560f944-521b-4ed7-981d-39c66953e598___GHLB2 Leaf 8850.JPG
img_03579.jpg,Tomato___Early_blight,a2da7455-c116-4d02-b506-89183f817d78___RS_Erly.B 9371_180deg.JPG
img_03580.jpg,Tomato___healthy,2a99d5af-218f-4332-a8ce-505301abdbfe___RS_HL 9693_180deg.JPG
img_03581.jpg,Tomato___Early_blight,90915bb5-9440-43dd-85c1-5d30865054d5___RS_Erly.B 7493_flipTB.JPG
img_03582.jpg,Tomato___Leaf_Mold,a7ea5602-9cd1-444e-bce8-ed314ddda894___Crnl_L.Mold 9101.JPG
img_03583.jpg,Tomato___Bacterial_spot,e76d1b61-beb7-448d-ab33-328d3e99cbbc___GCREC_Bact.Sp 3796.JPG
img_03584.jpg,Tomato___Bacterial_spot,4126165c-f9e0-4a17-9d87-d41bf356afb9___GCREC_Bact.Sp 3517.JPG
img_03585.jpg,Tomato___healthy,7ee078a8-218e-4ebf-8935-ec9f844ab744___GH_HL Leaf 212.9.JPG
